benchmark,source,calls,seed,expected,samples,warmups,smm_pre_median_seconds,smm_pre_min_seconds,smm_pre_max_seconds,smm_pre_median_allocated_bytes,smm_pre_rss_before_bytes,smm_pre_peak_rss_bytes,smm_pre_peak_growth_bytes,smm_median_seconds,smm_min_seconds,smm_max_seconds,smm_median_allocated_bytes,smm_rss_before_bytes,smm_peak_rss_bytes,smm_peak_growth_bytes,speedup_smm_pre_over_smm,allocated_ratio_smm_pre_over_smm,peak_rss_ratio_smm_pre_over_smm,peak_growth_ratio_smm_pre_over_smm,ocaml_version,timestamp_utc
nested_random,_build/bench/generated/nested_random.s--,4096,20260710,4194307,7,1,0.000890970,0.000880003,0.001003027,4358872,8253440,8343552,90112,0.010000944,0.009935141,0.010040998,33689800,11350016,12718080,1323008,0.089089,0.129383,0.656039,0.068111,5.4.1,2026-07-15T06:09:02Z
heavy_linear,_build/bench/generated/heavy_linear.s--,4096,20260710,4206593,7,1,0.002377033,0.002361059,0.002391815,6849360,8187904,8994816,806912,0.012521029,0.012493849,0.012554169,38839800,11378688,12845056,1298432,0.189843,0.176349,0.700255,0.621451,5.4.1,2026-07-15T06:09:02Z
heavy_random,_build/bench/generated/heavy_random.s--,4096,20260710,4206593,7,1,0.002354860,0.002346992,0.002364874,6849360,8171520,8978432,806912,0.013894081,0.013817072,0.013980865,44360920,11468800,13070336,1495040,0.169487,0.154401,0.686932,0.539726,5.4.1,2026-07-15T06:09:02Z
complex_16_constant,_build/bench/generated/complex_16_constant.s--,4096,20260710,3505876992,7,1,0.016554832,0.016525030,0.016589880,40535304,8257536,15863808,7606272,0.006874084,0.006855011,0.006921053,16822632,11419648,12775424,1286144,2.408296,2.409570,1.241744,5.914013,5.4.1,2026-07-15T06:09:02Z
complex_24_constant,_build/bench/generated/complex_24_constant.s--,4096,20260710,33345536,7,1,0.022658825,0.022611856,0.022732973,58098952,8220672,18309120,10088448,0.006943941,0.006911039,0.006978989,16907864,11448320,12804096,1261568,3.263107,3.436209,1.429942,7.996753,5.4.1,2026-07-15T06:09:02Z
complex_32_constant,_build/bench/generated/complex_32_constant.s--,4096,20260710,3260588032,7,1,0.033770084,0.033661842,0.033871889,77759864,8232960,23080960,14848000,0.006994963,0.006961107,0.007016897,17018696,11374592,12730368,1310720,4.827772,4.569085,1.813063,11.328125,5.4.1,2026-07-15T06:09:02Z
complex_64_constant,_build/bench/generated/complex_64_constant.s--,4096,20260710,4087549952,7,1,0.072355032,0.071720123,0.073086023,152208872,8167424,36147200,27979776,0.007449150,0.007418156,0.007463932,17680936,11395072,12677120,1118208,9.713193,8.608643,2.851373,25.021978,5.4.1,2026-07-15T06:09:02Z
complex_64_inline_constant,_build/bench/generated/complex_64_inline_constant.s--,4096,20260710,4087549952,7,1,0.072155952,0.071557045,0.072768927,151324032,8278016,36012032,27734016,0.158144951,0.157801867,0.158586979,184622680,11476992,22769664,11177984,0.456265,0.819639,1.581579,2.481129,5.4.1,2026-07-15T06:09:02Z
complex_32_linear_misses,_build/bench/generated/complex_32_linear_misses.s--,4096,20260710,2048321033,7,1,0.033603907,0.033560038,0.033746004,77759864,8269824,23117824,14848000,0.709425926,0.707190037,0.714671850,1246404768,11358208,37752832,26304512,0.047368,0.062387,0.612347,0.564466,5.4.1,2026-07-15T06:09:02Z
complex_64_bursty_eight_runs,_build/bench/generated/complex_64_bursty_eight_runs.s--,4096,20260710,2067910656,7,1,0.072555065,0.071599960,0.087920904,152208872,8085504,36065280,27979776,0.012189150,0.012142897,0.012244940,24382512,11411456,13152256,1740800,5.952430,6.242543,2.742136,16.072941,5.4.1,2026-07-15T06:09:02Z
