benchmark,source,calls,seed,expected,samples,warmups,smm_pre_median_seconds,smm_pre_min_seconds,smm_pre_max_seconds,smm_pre_median_allocated_bytes,smm_pre_rss_before_bytes,smm_pre_peak_rss_bytes,smm_pre_peak_growth_bytes,smm_median_seconds,smm_min_seconds,smm_max_seconds,smm_median_allocated_bytes,smm_rss_before_bytes,smm_peak_rss_bytes,smm_peak_growth_bytes,speedup_smm_pre_over_smm,allocated_ratio_smm_pre_over_smm,peak_rss_ratio_smm_pre_over_smm,peak_growth_ratio_smm_pre_over_smm,ocaml_version,timestamp_utc
multiarg_stable,_build/bench/generated/multiarg_stable.s--,4096,20260710,4194307,7,1,0.000643015,0.000638008,0.000652075,4784272,9175040,9306112,131072,0.004447937,0.004400969,0.004477024,23995400,13090816,14450688,1200128,0.144565,0.199383,0.643991,0.109215,5.4.1,2026-07-16T00:36:39Z
multiarg_alternating,_build/bench/generated/multiarg_alternating.s--,4096,20260710,5031939,7,1,0.000653028,0.000648975,0.000657082,4784272,9187328,9318400,131072,0.004572868,0.004553080,0.004781008,24644056,12914688,14274560,1122304,0.142805,0.194135,0.652798,0.116788,5.4.1,2026-07-16T00:36:39Z
nested_linear,_build/bench/generated/nested_linear.s--,4096,20260710,4194307,7,1,0.000483990,0.000474930,0.000491142,4096240,8298496,8351744,53248,0.004085779,0.004066944,0.004141092,24194208,11460608,12541952,1011712,0.118457,0.169307,0.665905,0.052632,5.4.1,2026-07-16T00:36:39Z
nested_random,_build/bench/generated/nested_random.s--,4096,20260710,4194307,7,1,0.000478983,0.000474930,0.000483036,4096240,8232960,8286208,53248,0.004157066,0.004117012,0.004230976,24253008,11505664,12587008,958464,0.115221,0.168896,0.658314,0.055556,5.4.1,2026-07-16T00:36:39Z
heavy_linear,_build/bench/generated/heavy_linear.s--,4096,20260710,4206593,7,1,0.000831127,0.000812054,0.000842094,5996696,8290304,8691712,401408,0.004648924,0.004642963,0.005241156,28754496,11493376,12238848,614400,0.178778,0.208548,0.710174,0.653333,5.4.1,2026-07-16T00:36:39Z
heavy_random,_build/bench/generated/heavy_random.s--,4096,20260710,4206593,7,1,0.000839949,0.000827789,0.000874996,5996696,8327168,8728576,401408,0.005397081,0.005274057,0.005436182,32818000,11386880,12132352,679936,0.155630,0.182726,0.719446,0.590361,5.4.1,2026-07-16T00:36:39Z
complex_16_constant,_build/bench/generated/complex_16_constant.s--,4096,20260710,3505876992,7,1,0.004902124,0.004889965,0.004977942,36077848,8273920,12251136,3977216,0.002254963,0.002240896,0.002268076,12648032,11378688,12558336,1134592,2.173927,2.852448,0.975538,3.505415,5.4.1,2026-07-16T00:36:39Z
complex_24_constant,_build/bench/generated/complex_24_constant.s--,4096,20260710,33345536,7,1,0.006312847,0.006278038,0.006335020,51544344,8261632,13352960,5091328,0.002283096,0.002266169,0.002310991,12717288,11472896,12656640,1044480,2.765038,4.053092,1.055016,4.874510,5.4.1,2026-07-16T00:36:39Z
complex_32_constant,_build/bench/generated/complex_32_constant.s--,4096,20260710,3260588032,7,1,0.009290934,0.009260893,0.009330988,69108000,8302592,16478208,8175616,0.002321959,0.002302885,0.002348900,12806000,11481088,12677120,1196032,4.001335,5.396533,1.299838,6.835616,5.4.1,2026-07-16T00:36:39Z
complex_64_constant,_build/bench/generated/complex_64_constant.s--,4096,20260710,4087549952,7,1,0.018470049,0.018402100,0.018568039,135168296,8327168,24641536,16314368,0.002546072,0.002516985,0.002566099,13318528,11530240,12763136,1105920,7.254331,10.148892,1.930680,14.751852,5.4.1,2026-07-16T00:36:39Z
complex_64_inline_constant,_build/bench/generated/complex_64_inline_constant.s--,4096,20260710,4087549952,7,1,0.018952131,0.018857956,0.019062042,134283456,8249344,24301568,16052224,0.028155088,0.028059006,0.028229952,79416288,11550720,12333056,516096,0.673133,1.690881,1.970442,31.103175,5.4.1,2026-07-16T00:36:39Z
complex_32_linear_misses,_build/bench/generated/complex_32_linear_misses.s--,4096,20260710,2048321033,7,1,0.009545803,0.009481907,0.009615183,69108000,8134656,16375808,8241152,0.200314999,0.197085142,0.204473019,873756080,11440128,22913024,11300864,0.047654,0.079093,0.714694,0.729250,5.4.1,2026-07-16T00:36:39Z
complex_64_bursty_eight_runs,_build/bench/generated/complex_64_bursty_eight_runs.s--,4096,20260710,2067910656,7,1,0.018695116,0.018673897,0.018944979,135168296,8183808,24301568,16117760,0.003798962,0.003783941,0.004042149,18106016,11542528,12804096,1130496,4.921112,7.465380,1.897953,14.257246,5.4.1,2026-07-16T00:36:39Z
